Country,Year,Medal,Participation_own_country,Soviet_past,AthletesNumber,Population,GDP_per_capita,Urban Population(%)
Rwanda,2012,0,0,0,7,10840334.0,706.2020035311357,16.943
Rwanda,2016,0,0,0,7,11930899.0,728.8696189134573,17.056
Rwanda,2020,0,0,0,5,13146362.0,773.7732608505074,17.432
Saint Kitts and Nevis,2000,0,0,0,2,45461.0,9275.989746022262,32.778
Saint Kitts and Nevis,2004,0,0,0,2,46580.0,10882.35294117647,32.17
Saint Kitts and Nevis,2008,0,0,0,4,47156.0,16491.885090621196,31.603
Saint Kitts and Nevis,2012,0,0,0,4,47727.0,17293.806052789427,31.062
Saint Kitts and Nevis,2016,0,0,0,6,47788.0,21079.52097070708,30.79
Saint Kitts and Nevis,2020,0,0,0,2,47642.0,18553.657137259834,30.843
Saint Lucia,2000,0,0,0,5,159500.0,5846.975502147912,27.774
Saint Lucia,2004,0,0,0,2,164239.0,6494.600348678876,24.133
Saint Lucia,2008,0,0,0,4,168576.0,8528.682084704287,20.131
Saint Lucia,2012,0,0,0,4,173124.0,9231.576254057265,18.45
Saint Lucia,2016,0,0,0,5,176413.0,10574.386577288862,18.558
Saint Lucia,2020,0,0,0,5,179237.0,8951.524765781842,18.841
Saint Vincent and the Grenadines,2000,0,0,0,4,113813.0,3760.080456863777,45.186
Saint Vincent and the Grenadines,2004,0,0,0,3,112608.0,4883.31366497216,46.656
Saint Vincent and the Grenadines,2008,0,0,0,2,110316.0,6641.495877835119,48.18
Saint Vincent and the Grenadines,2012,0,0,0,3,108083.0,6754.370183956708,49.754
Saint Vincent and the Grenadines,2016,0,0,0,4,105963.0,7684.792839988524,51.373
Saint Vincent and the Grenadines,2020,0,0,0,3,104632.0,8306.360493072014,53.032
Samoa,2000,0,0,0,5,184008.0,1406.7656830055705,21.977
Samoa,2004,0,0,0,3,188073.0,2168.028186379539,21.457
Samoa,2008,0,0,0,6,191787.0,3344.0545587801885,20.524
Samoa,2012,0,0,0,8,198124.0,3902.3119923156605,19.624
Samoa,2016,0,0,0,8,205544.0,4105.810905195097,18.681
Samoa,2020,0,0,0,8,214929.0,4042.72275154324,17.889
San Marino,2000,0,0,0,4,26823.0,37473.78698296127,93.44
San Marino,2004,0,0,0,5,29093.0,59249.64768157289,94.155
San Marino,2008,0,0,0,4,30700.0,77962.14398758697,95.264
San Marino,2012,0,0,0,4,33132.0,48433.57029956839,96.171
San Marino,2016,0,0,0,4,33834.0,43398.428525722644,96.91
San Marino,2020,3,0,0,5,34007.0,45321.48922261623,97.499
Sao Tome and Principe,2000,0,0,0,2,143714.0,,53.424
Sao Tome and Principe,2004,0,0,0,2,157697.0,726.5977407076989,57.972
Sao Tome and Principe,2008,0,0,0,3,174004.0,1080.556567684536,62.68
Sao Tome and Principe,2012,0,0,0,2,189924.0,1207.7007023999388,67.16
Sao Tome and Principe,2016,0,0,0,3,204632.0,1428.257907839072,71.092
Sao Tome and Principe,2020,0,0,0,3,218641.0,2155.265867825083,74.354
Saudi Arabia,2000,2,0,0,18,21547390.0,8795.260596418731,79.848
Saudi Arabia,2004,0,0,0,16,23661808.0,10935.016589983656,80.754
Saudi Arabia,2008,0,0,0,14,27437353.0,18944.857349436297,81.649
Saudi Arabia,2012,1,0,0,18,30821543.0,24069.20331481315,82.52
Saudi Arabia,2016,0,0,0,10,33416270.0,19930.407543815993,83.401
Saudi Arabia,2020,1,0,0,33,35997107.0,20398.06098709513,84.287
Senegal,2000,0,0,0,26,9704287.0,619.6421235249175,40.32
Senegal,2004,0,0,0,15,10698691.0,941.8737924685927,41.306
Senegal,2008,0,0,0,15,11872929.0,1419.5309032461998,42.947
Senegal,2012,0,0,0,31,13231833.0,1334.7259152623449,44.603
Senegal,2016,0,0,0,22,14751356.0,1290.749971269516,46.296
Senegal,2020,0,0,0,9,16436120.0,1492.4759029352306,48.122
Serbia,2000,3,0,0,109,7516346.0,914.7857198858608,52.769
Serbia,2004,2,0,0,85,7463157.0,3502.802923895665,53.661
Serbia,2008,3,0,0,87,7350222.0,7101.040141168621,54.55
Serbia,2012,4,0,0,116,7199077.0,6015.945227569688,55.356
Serbia,2016,8,0,0,103,7058322.0,5765.203352480094,55.81
Serbia,2020,9,0,0,87,6899126.0,7733.80346893763,56.446
Seychelles,2000,0,0,0,9,81131.0,8063.655005751685,50.433
Seychelles,2004,0,0,0,9,82475.0,10827.671636032956,51.388
Seychelles,2008,0,0,0,9,86956.0,11265.43762700047,52.619
Seychelles,2012,0,0,0,6,88303.0,12342.51028245133,54.12
Seychelles,2016,0,0,0,10,94677.0,15409.80463372107,55.831
Seychelles,2020,0,0,0,5,98462.0,12020.021064316996,57.546
Sierra Leone,2000,0,0,0,3,4584067.0,138.71394161532717,35.626
Sierra Leone,2004,0,0,0,2,5533329.0,258.47316880396414,36.596
Sierra Leone,2008,0,0,0,3,6090860.0,402.5534054635257,38.077
Sierra Leone,2012,0,0,0,2,6788587.0,558.1797233151258,39.642
Sierra Leone,2016,0,0,0,4,7493913.0,515.4478396028377,41.228
Sierra Leone,2020,0,0,0,4,8233970.0,493.432240551423,42.923
Singapore,2000,0,0,0,14,4027887.0,23852.838951475278,100.0
Singapore,2004,0,0,0,16,4166664.0,27608.08001342297,100.0
Singapore,2008,1,0,0,25,4839396.0,40008.572048909205,100.0
Singapore,2012,2,0,0,23,5312437.0,55547.555307778515,100.0
Singapore,2016,1,0,0,25,5607283.0,56895.65831278518,100.0
Singapore,2020,0,0,0,23,5685807.0,61273.99165944553,100.0
Slovakia,2000,5,0,0,108,5388720.0,5426.624281193066,56.233
Slovakia,2004,6,0,0,64,5372280.0,10691.4465495259,55.713
Slovakia,2008,6,0,0,57,5379233.0,18753.584941381607,55.111
Slovakia,2012,4,0,0,47,5407579.0,17498.353900259357,54.28
Slovakia,2016,4,0,0,51,5430798.0,16563.44049712289,53.806
Slovakia,2020,4,0,0,41,5458827.0,19552.091109591125,53.76
Slovenia,2000,2,0,0,74,1988925.0,10201.303536672674,50.754
Slovenia,2004,4,0,0,79,1997012.0,17233.138561127926,51.308
Slovenia,2008,5,0,0,61,2021316.0,27595.599965399222,52.209
Slovenia,2012,4,0,0,65,2057159.0,22641.805122502974,53.108
Slovenia,2016,4,0,0,63,2065042.0,21678.359467062946,54.02
Slovenia,2020,5,0,0,53,2102419.0,25558.429054450564,55.118
Solomon Islands,2000,0,0,0,2,429978.0,976.428268952486,15.813
Solomon Islands,2004,0,0,0,2,471785.0,991.9885510390898,17.413
Solomon Islands,2008,0,0,0,3,516001.0,1504.5274947046576,19.138
Solomon Islands,2012,0,0,0,4,567763.0,2087.517887314989,20.97
Solomon Islands,2016,0,0,0,3,628102.0,2196.283890555037,22.823
Solomon Islands,2020,0,0,0,3,691191.0,2222.4621185317374,24.67
Somalia,2000,0,0,0,2,8721465.0,,33.247
Somalia,2004,0,0,0,2,10117354.0,,35.531
Somalia,2008,0,0,0,2,11444870.0,,36.011
Somalia,2012,0,0,0,2,12440326.0,,41.558
Somalia,2016,0,0,0,2,14292847.0,517.0975815056503,43.816
Somalia,2020,0,0,0,2,16537016.0,556.5780660292685,46.141
South Africa,2000,5,0,0,127,46813266.0,3241.661396051901,56.891
South Africa,2004,6,0,0,106,48556071.0,5268.27857621703,58.993
South Africa,2008,1,0,0,134,50565812.0,6251.877426912654,61.154
South Africa,2012,6,0,0,124,53145033.0,8173.869138171595,63.272
South Africa,2016,10,0,0,135,56422274.0,5735.066787178429,65.341
South Africa,2020,3,0,0,180,58801927.0,5753.066494333698,67.354
South Sudan,2016,0,0,0,3,11066105.0,,19.092
South Sudan,2020,0,0,0,2,10606227.0,,20.199
Spain,2000,11,0,0,321,40567864.0,14749.68742487657,76.262
Spain,2004,20,0,0,316,42921895.0,24907.000850585697,77.022
Spain,2008,18,0,0,283,45954106.0,35510.72223127005,77.976
Spain,2012,17,0,0,278,46773055.0,28322.94659232757,78.902
Spain,2016,17,0,0,307,46484062.0,26537.159489454254,79.84
Spain,2020,17,0,0,334,47365655.0,26984.296277027945,80.81
Sri Lanka,2000,1,0,0,18,18776371.0,869.753488572238,18.38
Sri Lanka,2004,0,0,0,7,19490431.0,1060.1369431644944,18.319
Sri Lanka,2008,0,0,0,8,20285643.0,2007.0266550096194,18.257
Sri Lanka,2012,0,0,0,7,21017147.0,3351.8924757645077,18.196
Sri Lanka,2016,0,0,0,9,21425494.0,4107.829775399144,18.311
Sri Lanka,2020,0,0,0,9,21919000.0,3852.3890910219397,18.713
Sudan,2000,0,0,0,3,26298773.0,466.07874623251814,32.495
Sudan,2004,0,0,0,4,28831550.0,924.1961410583857,32.707
Sudan,2008,1,0,0,9,32065241.0,2021.911616293266,32.919
Sudan,2012,0,0,0,6,35159792.0,1797.400917080539,33.346
Sudan,2016,0,0,0,6,39377169.0,2614.294329629766,34.121
Sudan,2020,0,0,0,5,44440486.0,608.3325405127208,35.253
Suriname,2000,0,0,0,4,478998.0,1978.4466108354732,66.444
Suriname,2004,0,0,0,4,510572.0,2906.725277542188,66.737
Suriname,2008,0,0,0,4,533938.0,6616.815125741902,66.479
Suriname,2012,0,0,0,5,558111.0,8922.956186135016,66.208
Suriname,2016,0,0,0,6,581453.0,5705.399487317428,66.04
Suriname,2020,0,0,0,3,607065.0,4796.5333138992855,66.149
Swaziland,2000,0,0,0,6,1030496.0,1686.6575322622018,22.686
Swaziland,2004,0,0,0,3,1065764.0,2599.152149541662,22.166
Swaziland,2008,0,0,0,4,1089870.0,3022.456177480415,22.045
Swaziland,2012,0,0,0,3,1111444.0,4396.579120435883,22.849
Swaziland,2016,0,0,0,2,1142524.0,3339.990401221865,23.459
Swaziland,2020,0,0,0,4,1180655.0,3372.904610197187,24.171
Sweden,2000,12,0,0,150,8872109.0,29624.91267486175,84.026
Sweden,2004,7,0,0,115,8993531.0,42821.673142335865,84.258
Sweden,2008,5,0,0,123,9219637.0,56152.55234031405,84.746
Sweden,2012,8,0,0,133,9519374.0,58037.82131921721,85.62
Sweden,2016,11,0,0,150,9923085.0,51965.157153198525,86.852
Sweden,2020,9,0,0,136,10353442.0,52837.90397781491,87.977
Switzerland,2000,9,0,0,102,7184250.0,38865.021939688064,73.383
Switzerland,2004,5,0,0,98,7389625.0,54659.457148823385,73.452
Switzerland,2008,7,0,0,83,7647675.0,74175.19278985547,73.556
Switzerland,2012,4,0,0,98,7996861.0,85836.20767673591,73.653
Switzerland,2016,7,0,0,102,8373338.0,82153.07454478883,73.739
Switzerland,2020,13,0,0,113,8638167.0,85897.78433383227,73.915
Syria,2000,0,0,0,8,16307654.0,4941.852597051354,51.947
Syria,2004,1,0,0,6,18084007.0,6241.058232129528,53.417
Syria,2008,0,0,0,7,21474059.0,10155.973667031696,54.875
Syria,2012,0,0,0,10,22605577.0,1910.604539426828,53.555
Syria,2016,0,0,0,7,18964252.0,664.3416723883018,52.835
Syria,2020,1,0,0,6,20772595.0,537.0902346114436,55.475
Taiwan,2000,5,0,0,55,,,
Taiwan,2004,5,0,0,88,,,
Taiwan,2008,4,0,0,79,,,
Taiwan,2012,2,0,0,44,,,
Taiwan,2016,3,0,0,55,,,
Taiwan,2020,12,0,0,68,,,
Tajikistan,2000,0,0,1,4,6272998.0,137.1819092344198,26.501
Tajikistan,2004,0,0,1,9,6801204.0,305.2660435501685,26.508
Tajikistan,2008,2,0,1,15,7324627.0,704.6501788113892,26.516
Tajikistan,2012,1,0,1,16,7956382.0,959.36021750698,26.545
Tajikistan,2016,1,0,1,7,8725318.0,801.393839959779,26.851
Tajikistan,2020,0,0,1,10,9543207.0,852.3302295622686,27.506
Tanzania,2000,0,0,0,4,34463704.0,388.12908429241674,22.309
Tanzania,2004,0,0,0,8,38360879.0,434.78661273378276,24.223
Tanzania,2008,0,0,0,9,42870884.0,651.9068139095803,26.776
Tanzania,2012,0,0,0,6,47786137.0,829.7468021516095,29.493
Tanzania,2016,0,0,0,7,54401802.0,914.9404531573016,32.333
Tanzania,2020,0,0,0,3,61704518.0,1070.7277186099063,35.227
Thailand,2000,3,0,0,52,63066603.0,2004.107058910308,31.386
Thailand,2004,8,0,0,42,65311166.0,2647.2607326388566,36.169
Thailand,2008,4,0,0,47,67328239.0,4327.797470403926,41.242
Thailand,2012,3,0,0,37,69157023.0,5748.632720621577,45.445
Thailand,2016,6,0,0,54,70607037.0,5854.463907719396,48.448
Thailand,2020,2,0,0,40,71475664.0,7001.785460233892,51.43
Togo,2000,0,0,0,3,5008035.0,297.8995067470216,32.907
Togo,2004,0,0,0,3,5565218.0,406.09235885260205,34.724
Togo,2008,1,0,0,4,6222482.0,735.8554211497726,36.587
Togo,2012,0,0,0,6,6926635.0,781.5543404768707,38.546
Togo,2016,0,0,0,5,7661354.0,792.440550873266,40.628
Togo,2020,0,0,0,4,8442580.0,886.6995115081942,42.8
Tonga,2000,0,0,0,3,102603.0,1996.5155775804315,23.012
Tonga,2004,0,0,0,5,105036.0,2195.9863973430347,23.127
Tonga,2008,0,0,0,3,106932.0,3221.080519168855,23.281
Tonga,2012,0,0,0,3,107502.0,4378.571528275372,23.435
Tonga,2016,0,0,0,7,105707.0,3978.437685614841,23.222
Tonga,2020,0,0,0,6,105254.0,4605.970841191366,23.099
Trinidad and Tobago,2000,2,0,0,19,1332203.0,6120.942703897063,55.905
Trinidad and Tobago,2004,1,0,0,19,1361172.0,9756.500371029819,55.155
Trinidad and Tobago,2008,2,0,0,28,1392803.0,20011.14827404974,54.402
Trinidad and Tobago,2012,4,0,0,25,1430377.0,19110.053895080597,53.671
Trinidad and Tobago,2016,1,0,0,28,1469330.0,16139.105257595027,53.25
Trinidad and Tobago,2020,0,0,0,33,1518147.0,13705.900228570948,53.214
Tunisia,2000,0,0,0,47,9893316.0,2170.508670781182,63.432
Tunisia,2004,0,0,0,54,10292225.0,3029.848768506285,64.95
Tunisia,2008,1,0,0,26,10680380.0,4200.172643877755,66.093
Tunisia,2012,3,0,0,83,11174383.0,4233.916254049401,67.218
Tunisia,2016,3,0,0,61,11685667.0,3796.109599943897,68.346
Tunisia,2020,2,0,0,63,12161723.0,3497.7190265899167,69.568
Turkey,2000,5,0,0,57,64113547.0,4278.263112849504,64.741
Turkey,2004,11,0,0,64,67785075.0,6031.791367352341,67.225
Turkey,2008,7,0,0,67,71051678.0,10843.5036940489,69.651
Turkey,2012,5,0,0,112,75175827.0,11713.284983113908,71.974
Turkey,2016,8,0,0,100,79277962.0,10970.04589488616,74.134
Turkey,2020,13,0,0,105,83384680.0,8638.73913259299,76.105
Turkmenistan,2000,0,0,1,8,4569132.0,635.7144663324457,45.913
Turkmenistan,2004,0,0,1,9,4819792.0,1418.8062655954614,46.812
Turkmenistan,2008,0,0,1,10,5100083.0,3778.668539082187,47.868
Turkmenistan,2012,0,0,1,10,5458682.0,6441.886617743221,49.175
Turkmenistan,2016,0,0,1,9,5868561.0,6163.253405976116,50.728
Turkmenistan,2020,1,0,1,9,6250438.0,7330.366287930542,52.516
Tuvalu,2008,0,0,0,3,10272.0,3103.0407766629673,52.765
Tuvalu,2012,0,0,0,3,10854.0,3624.984288960365,56.815
Tuvalu,2016,0,0,0,1,10852.0,3836.073002510026,60.645
Tuvalu,2020,0,0,0,2,11069.0,4674.911402552561,64.014
Uganda,2000,0,0,0,13,24020697.0,257.82960573945337,14.786
Uganda,2004,0,0,0,11,27146084.0,292.47266558866613,16.507
Uganda,2008,0,0,0,11,30509862.0,473.30283343152126,18.384
Uganda,2012,1,0,0,15,34273295.0,796.7111394100772,20.424
Uganda,2016,0,0,0,21,38748299.0,753.6844055080353,22.624
Uganda,2020,4,0,0,25,44404611.0,846.881199214917,24.954
Ukraine,2000,23,0,1,230,49176500.0,658.3446144972518,67.145
Ukraine,2004,22,0,1,239,47451626.0,1416.6038096211203,67.597
Ukraine,2008,27,0,1,243,46258189.0,4066.5316720357346,68.325
Ukraine,2012,20,0,1,230,45593342.0,4004.789862255524,68.782
Ukraine,2016,11,0,1,204,45004673.0,2074.3594649365036,69.154
Ukraine,2020,19,0,1,152,44132049.0,3548.8432003993744,69.608
United Arab Emirates,2000,0,0,0,4,3275333.0,31855.500604717443,80.236
United Arab Emirates,2004,1,0,0,4,3993339.0,37017.7363654691,81.871
United Arab Emirates,2008,0,0,0,8,6988685.0,45140.769077243865,83.387
United Arab Emirates,2012,0,0,0,26,8664969.0,44386.78607898459,84.749
United Arab Emirates,2016,1,0,0,12,8994263.0,41054.5395699204,85.965
United Arab Emirates,2020,0,0,0,5,9287289.0,37629.174168795544,87.048
United Kingdom,2000,28,0,0,310,58892514.0,28280.926786098993,78.651
United Kingdom,2004,30,0,0,264,59987905.0,40366.88866509674,79.629
United Kingdom,2008,48,0,0,304,61806995.0,47396.12020784832,80.757
United Kingdom,2012,65,1,0,530,63700215.0,42497.34049743223,81.837
United Kingdom,2016,67,0,0,360,65611593.0,40985.23513824165,82.886
United Kingdom,2020,64,0,0,381,67081234.0,40217.00901169856,83.903
United States,2000,91,0,0,586,282162411.0,36329.95607271019,79.057
United States,2004,101,0,0,533,292805298.0,41724.6316287624,79.757
United States,2008,110,0,0,588,304093966.0,48570.045980458555,80.438
United States,2012,103,0,0,529,313877662.0,51784.41857388373,81.119
United States,2016,121,0,0,555,323071755.0,57866.74493410914,81.862
United States,2020,107,0,0,627,331511512.0,63528.63430275085,82.664
Uruguay,2000,1,0,0,15,3292224.0,6932.478133963364,92.028
Uruguay,2004,0,0,0,15,3313801.0,4130.100114677707,93.078
Uruguay,2008,0,0,0,12,3336126.0,9328.06570819933,93.998
Uruguay,2012,0,0,0,27,3371133.0,16087.252077797315,94.739
Uruguay,2016,0,0,0,17,3413766.0,16837.940380304917,95.144
Uruguay,2020,0,0,0,11,3429086.0,15650.499303244509,95.515
Uzbekistan,2000,4,0,1,70,24650400.0,558.2268023769999,46.126
Uzbekistan,2004,5,0,1,69,25864350.0,465.1198869440252,48.054
Uzbekistan,2008,6,0,1,56,27302800.0,1082.2860250169874,49.989
Uzbekistan,2012,3,0,1,53,29774500.0,2267.6232753551158,51.05
Uzbekistan,2016,13,0,1,70,31847900.0,2704.677188528955,50.65
Uzbekistan,2020,5,0,1,67,34232050.0,1759.3074705367776,50.416
Vanuatu,2000,0,0,0,3,192074.0,1416.1970273710238,21.673
Vanuatu,2004,0,0,0,2,212422.0,1718.2630289217595,22.809
Vanuatu,2008,0,0,0,3,233952.0,2525.0839035438976,23.985
Vanuatu,2012,0,0,0,5,257313.0,2906.342461308185,24.661
Vanuatu,2016,0,0,0,4,283218.0,2757.2033059338637,25.062
Vanuatu,2020,0,0,0,3,311685.0,2917.7568490893273,25.525
Venezuela,2000,0,0,0,50,24427729.0,4795.634747817163,87.559
Venezuela,2004,2,0,0,48,26226927.0,4287.631578986132,87.928
Venezuela,2008,1,0,0,108,27933833.0,11310.778170352703,88.031
Venezuela,2012,1,0,0,68,29470426.0,12937.927597234835,88.123
Venezuela,2016,3,0,0,85,30741464.0,,88.165
Venezuela,2020,4,0,0,43,28490453.0,,88.279
Vietnam,2000,1,0,0,7,79001142.0,394.58313657435735,24.374
Vietnam,2004,0,0,0,11,82311227.0,551.9035051349119,26.683
Vietnam,2008,1,0,0,13,85597241.0,1158.1016273541736,29.128
Vietnam,2012,0,0,0,18,89301326.0,2190.232439877197,31.752
Vietnam,2016,2,0,0,22,93126529.0,2760.7171011171476,34.51
Vietnam,2020,0,0,0,18,96648685.0,3586.3471762476233,37.34
Virgin Islands,2000,0,0,0,9,108642.0,,92.586
Virgin Islands,2004,0,0,0,6,108466.0,35006.36144045139,93.461
Virgin Islands,2008,0,0,0,7,108397.0,39152.3750657306,94.239
Virgin Islands,2012,0,0,0,7,108188.0,37795.319259067546,94.919
Virgin Islands,2016,0,0,0,7,107516.0,35324.97488745861,95.48
Virgin Islands,2020,0,0,0,4,106290.0,39411.0452535516,95.939
Yemen,2000,0,0,0,2,18628700.0,519.5916392548235,26.267
Yemen,2004,0,0,0,3,20733406.0,668.8546190373786,28.39
Yemen,2008,0,0,0,5,23329004.0,1153.5364221845048,30.619
Yemen,2012,0,0,0,4,26223391.0,1349.9906098944869,32.958
Yemen,2016,0,0,0,3,29274002.0,1069.8169981407837,35.394
Yemen,2020,0,0,0,5,32284046.0,,37.908
Zambia,2000,0,0,0,8,9891136.0,364.0261453703741,34.802
Zambia,2004,0,0,0,6,11188040.0,556.0500516136356,36.43
Zambia,2008,0,0,0,8,12852966.0,1393.519490980121,38.371
Zambia,2012,0,0,0,7,14744658.0,1729.6474709705712,40.354
Zambia,2016,0,0,0,7,16767761.0,1249.9231434840524,42.438
Zambia,2020,0,0,0,30,18927715.0,956.8317289870331,44.629
Zimbabwe,2000,0,0,0,16,11834676.0,565.2843897036133,33.758
Zimbabwe,2004,3,0,0,12,12160881.0,477.3994910401639,34.294
Zimbabwe,2008,4,0,0,13,12550347.0,351.83910054439133,33.56
Zimbabwe,2012,0,0,0,7,13265331.0,1290.1939574670243,32.834
Zimbabwe,2016,0,0,0,30,14452704.0,1421.7877914056774,32.296
Zimbabwe,2020,0,0,0,5,15669666.0,1372.6966743682858,32.242
